word,POS,signal,biasType,biasValue,derogatory,colloquial,forms,,
метралгия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
отрека,V,FALSE,,,FALSE,FALSE,FALSE,0,0.875
просветлен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
почит,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
многократно гласуване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
режещ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
рехабилитация,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
много точен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
търпимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
утешител,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
добро настроение,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
тежест,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
приветливост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
зачитане,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0
справедлив,A,FALSE,,positive,TRUE,FALSE,FALSE,0.75,0
метотрексат,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
праведник,N,FALSE,religion,positive,TRUE,FALSE,FALSE,0,0
навременен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
хидронефроза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
пневмоничен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
недоходен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неравен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
слон,N,FALSE,appearance,negative,TRUE,TRUE,FALSE,0,0
артерит на Такаясу,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
блондинка,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
естетичност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
малък припадък,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
стрелна се,V,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ампутация,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
хаптоглобин,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
сакат,A,TRUE,disability,negative,FALSE,FALSE,FALSE,0,0
безоловен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
на високо ниво,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
непрепоръчителност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
най-добре,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
неподреден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безамбициозен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
отрицателен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
песимизъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
племе,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
гингивит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
гиардиаза,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
унижавам,V,FALSE,,negative,TRUE,FALSE,FALSE,0,0
изчистен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
турски,A,FALSE,race_ethnicity,negative,FALSE,FALSE,FALSE,0,0
безкрак,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
наказуем,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
нос,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
Лаймска болест,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
обнадежден,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
общителен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
скатофагия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
противоречив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
свободен стих,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нервно изтощение,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
другар,N,FALSE,,neutral,FALSE,FALSE,FALSE,0,0
недоверчив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
храбър,A,FALSE,,positive,TRUE,FALSE,FALSE,0.625,0
алтруист,N,FALSE,,positive,FALSE,FALSE,FALSE,0,0
мизантропски,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
гангстер,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
неженствен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
обожаване,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
покорен,A,FALSE,,negative,FALSE,FALSE,FALSE,0.75,0
романтичен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
лидер,N,FALSE,,positive,FALSE,FALSE,FALSE,0,0
гениален,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0
православен,A,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
мирянски,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изричен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
недискретност,N,FALSE,,,FALSE,FALSE,FALSE,0.875,0
наследствена афибриногенемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
опознаваем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хигиенизиране,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неприроден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
грубо,Adv,FALSE,,negative,TRUE,FALSE,FALSE,0.625,0.125
мъртъв,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
освобождавам,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
хуманистичен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
мрачност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
чичко,N,FALSE,gender,neutral,FALSE,FALSE,TRUE,0,0
ненормален,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
изключителен,A,FALSE,,positive,TRUE,FALSE,FALSE,0,0.75
предотвратим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
трошливост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
отчаян,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
повреден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
изклвам,V,FALSE,,negative,TRUE,TRUE,FALSE,0,0
нестероиден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
хронична обструктивна белодробна болест,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
блудник,N,FALSE,gender,negative,TRUE,TRUE,FALSE,0,0
прокталгия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
извънредно,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
изтъркан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
откаченост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
опасен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
приложим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
идолопоклоннически,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
спиноцеребрално нарушение,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
въодушевяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
афродизия,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
мизерник,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
лицемерен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
покорим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хубаво време,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неблагодарност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
несвикнал,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
всестранен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неопитомен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
инфлуенца,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
деградирал,A,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
нелюбопитен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
благополучен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
капризен,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
помагач,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
замърсен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
гигант,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
светия,N,FALSE,religion,positive,TRUE,FALSE,FALSE,0,0
натравяне със сграбиче,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
проказа,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
асинхронен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
общирност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
приемлив,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
легионелоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
очерня,V,FALSE,,,FALSE,FALSE,FALSE,0,0.75
лудост,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
бъгав,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неправилен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
съхранител,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
епидемичен паротит,N,TRUE,disability,,FALSE,FALSE,FALSE,0.25,0.625
тръпки,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
трагедия,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
директор,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
приемен брат,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
учителка,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
хитър,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
игриво,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
издръжлив,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
стерилен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
извратен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
непристъпен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неквалифициран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
отрицателно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.75
изпускане на урина,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
ахромия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
разграничаващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
доблестен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неотклонимост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
смирен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
глупав,A,FALSE,,negative,TRUE,FALSE,FALSE,0.625,0
извънреден,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
учтив,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
спарен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
изчерпаем,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
остарял,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0.75
одобрение,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
пневмония,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
хваля,V,FALSE,,positive,FALSE,FALSE,FALSE,0,0
елементарен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
обожател,N,FALSE,,,FALSE,FALSE,FALSE,0.75,0.125
хиперсомния,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
показен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
уязвим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
саможертва,N,FALSE,,positive,FALSE,FALSE,FALSE,0,0
охранен,A,FALSE,appearance,negative,FALSE,FALSE,FALSE,0,0
храм,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
епидидимит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
замъглен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
скръндза,N,FALSE,,negative,TRUE,TRUE,FALSE,0,0
шериат,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
обезцветяване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
неверник,N,FALSE,religion,negative,TRUE,FALSE,FALSE,0,0
регионален илеит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
анхедония,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нестандартен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
раса,N,TRUE,race_ethnicity,neutral,FALSE,FALSE,FALSE,0,0
веселост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
нисък,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
поправим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
недостъпност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
изкусно,Adv,FALSE,,,FALSE,FALSE,FALSE,0.625,0
некритичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
противостоящ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непростим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
мошенически,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
злополучност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
нечувствителност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
Синдром на Тайце,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
стеснителен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
непроходим,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
крах,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
оспорвам,V,FALSE,,,FALSE,FALSE,FALSE,0,0.875
неуравновесен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
показващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
безобразен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
неудобство,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
бомбастичен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
отегчителен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
целеустремен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
луксозен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
несправедливо,Adv,FALSE,,negative,FALSE,FALSE,FALSE,0,0
изгоден,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
кардиален спазъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
абеталипопротеинемия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
дърта брантия,N,FALSE,,,FALSE,FALSE,TRUE,0,0.625
неврастения,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
противообществен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
психично заболяване,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
доловим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
пародонтоза,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
героичен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
дисонанс,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
вредност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
грозотия,N,FALSE,appearance,negative,TRUE,TRUE,FALSE,0,0.75
некритически,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
джентълмен,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
архангел,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
карцином ин ситу,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
опортюнистична инфекция,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
бурен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
езичник,N,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
слуга,N,FALSE,,negative,FALSE,FALSE,FALSE,0,0
разнороден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
харесам,V,FALSE,,,FALSE,FALSE,FALSE,0.625,0
сдържан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
опетнен,A,FALSE,,negative,FALSE,FALSE,FALSE,0.125,0.625
размъкнат,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
разпръснат,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
натрапчив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
простатит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.875
разрошен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
рана,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
свръхкритичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
апетитен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
плавен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
коцкарски,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.875
виещ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
заушки,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
осъзная се,V,FALSE,,,FALSE,FALSE,FALSE,0.75,0.25
уважаван,A,FALSE,,,FALSE,FALSE,FALSE,1,0
непринуден,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
уклончивост,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
безгрижност,N,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
жалко,Adv,FALSE,,negative,FALSE,FALSE,FALSE,0,0
заушка,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
бледнота,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
спазъм,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
приятно възбуден,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
слепота,N,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0
сляп,A,TRUE,disability,neutral,FALSE,FALSE,FALSE,0,0.75
досаждащ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
незалесен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неблагоприятност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
бледност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
незадоволителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
паранормален,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
Хънт синдром,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
дисфория,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
несъвършен,A,FALSE,,negative,FALSE,FALSE,FALSE,0,0
самобичуване,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непредпазлив,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
безнравствен,A,FALSE,,negative,TRUE,FALSE,FALSE,0.125,0.75
непрекосен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
слисващ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
привлекателен,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0.875,0
експанзивен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
равномерен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
пародонтит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
надлъжно платно,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
срамя,V,FALSE,,negative,FALSE,FALSE,FALSE,0,0
нерегулиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
недескриптивен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
стенещ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неревизиран,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
развратник,N,FALSE,gender,negative,TRUE,FALSE,FALSE,0,0
болка на растежа,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
болест на Хурлер,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
неминуем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
светец,N,TRUE,religion,positive,FALSE,FALSE,FALSE,0,0
непридирчив,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
нелегитимност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.875
посттравматично стресово разстройство,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
изсмукан от пръстите,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
натравяне с паратион,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
плачевно,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.875
акне,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0.625
стресиращ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
изглед,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
ням,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
подбудител на омраза,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
банкрут,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
аклиматизираност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
плавност,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
дребнавост,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
хепатомегалия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
везикулит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
предразположен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
вилнеещ,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
алергичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
гломерулонефрит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
гражданска милиция,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
непромит,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
колеблив,A,FALSE,,negative,TRUE,FALSE,FALSE,0.625,0
изтезател,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
комбинатор,N,FALSE,,negative,FALSE,FALSE,TRUE,0,0
готвач,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
неподкрепен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
уста,N,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0,0
взаимно изключващ се,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
противокуршумна жилетка,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
за жалост,Adv,FALSE,,,FALSE,FALSE,FALSE,0,0.875
отвращение,N,FALSE,,negative,TRUE,FALSE,FALSE,0,0
завистлив,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0
маниакална депресия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
нещастие,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
осквернявам,V,FALSE,,negative,TRUE,FALSE,FALSE,0,0
солен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
необикновен,A,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
неуважение,N,FALSE,,,FALSE,FALSE,FALSE,0,1
неинституционализиран,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
двусмислен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
демонстративен,A,FALSE,,,FALSE,FALSE,FALSE,0.875,0
депигментиране,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
неопределим,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
наследствена малкомозъчна атаксия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
дифтерия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
развличащо,Adv,FALSE,,,FALSE,FALSE,FALSE,0.75,0
добронамерен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
отсяващ,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
удовлетворение,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
напълно глух,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
игрив,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
Кортикум солани,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
въшливост,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
окопнявам,V,FALSE,appearance,negative,FALSE,FALSE,FALSE,0,0
безполезен,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
обвинителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
преодолим,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
клиничен психолог,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
безнравственост,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.75
нещастен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
заядливец,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
ерзац,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неодялан,A,FALSE,,,FALSE,FALSE,FALSE,0,0.75
слабохарактерност,N,FALSE,,,FALSE,FALSE,FALSE,0.375,0.625
истерия,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
мечтателност,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
несъобразителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
миоклонична епилепсия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
грижовен,A,FALSE,,positive,FALSE,FALSE,FALSE,0,0
почетен,A,FALSE,,,FALSE,FALSE,FALSE,1,0
непривлекателен,A,TRUE,appearance,neutral,FALSE,FALSE,FALSE,0.333,0.667
нощен страх,N,FALSE,,,FALSE,FALSE,FALSE,0,0.625
възпаление,N,FALSE,,,FALSE,FALSE,FALSE,0.222,0.778
протестант,N,TRUE,religion,neutral,FALSE,FALSE,FALSE,0,0
патерналистичен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0.25
условен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
ущърбен,A,TRUE,disability,negative,FALSE,FALSE,FALSE,0,0
несменяем,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
астазия,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.75
гневен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.625
артериит,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.75
логичен,A,FALSE,,,FALSE,FALSE,FALSE,0.75,0
несигурност,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
гаден,A,FALSE,,negative,TRUE,FALSE,FALSE,0,0.875
лъжеучител,N,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
нетропическо спру,N,FALSE,,,FALSE,FALSE,FALSE,0,0.75
грешен превод,N,FALSE,,,FALSE,FALSE,FALSE,0.25,0.625
спазматичен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
косталгия,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
хуманен,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
промяна,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0.125
дефиниран,A,FALSE,,,FALSE,FALSE,FALSE,0.625,0
неотличим,A,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
неизменност,N,FALSE,,,FALSE,FALSE,FALSE,0.125,0.625
Легионерска болест,N,TRUE,disability,,FALSE,FALSE,FALSE,0,0.625
скверен,A,FALSE,religion,negative,FALSE,FALSE,FALSE,0,0
женчуга,N,FALSE,gender,negative,TRUE,TRUE,FALSE,0,0
дядо,N,TRUE,gender,neutral,FALSE,FALSE,FALSE,0,0
остроумничене,N,FALSE,,,FALSE,FALSE,FALSE,0.625,0
обезпокоителен,A,FALSE,,,FALSE,FALSE,FALSE,0,0.875
